0	98.419189453125	89.263916015625	83.5418701171875	85.44921875
3	100.7080078125	90.789794921875	85.8306884765625	87.738037109375
6	99.18212890625	88.5009765625	83.92333984375	86.212158203125
9	99.18212890625	88.5009765625	83.92333984375	89.263916015625
12	109.86328125	99.5635986328125	93.4600830078125	98.0377197265625
15	110.2447509765625	99.5635986328125	93.841552734375	98.419189453125
18	105.6671142578125	94.9859619140625	90.02685546875	94.9859619140625
21	102.996826171875	93.07861328125	86.212158203125	90.4083251953125
24	99.18212890625	90.789794921875	83.160400390625	88.1195068359375
27	102.996826171875	91.9342041015625	85.8306884765625	89.6453857421875
30	101.470947265625	93.4600830078125	87.3565673828125	92.315673828125
33	101.470947265625	93.4600830078125	87.3565673828125	92.315673828125
36	105.28564453125	97.2747802734375	90.789794921875	94.2230224609375
39	102.996826171875	96.5118408203125	90.789794921875	92.315673828125
42	102.996826171875	96.5118408203125	90.4083251953125	92.6971435546875
45	102.6153564453125	95.367431640625	90.02685546875	92.6971435546875
48	100.3265380859375	90.4083251953125	84.686279296875	86.5936279296875
51	106.048583984375	94.2230224609375	87.738037109375	91.552734375
54	109.4818115234375	98.419189453125	91.552734375	96.5118408203125
57	109.100341796875	100.3265380859375	94.2230224609375	97.65625
60	105.28564453125	98.8006591796875	91.1712646484375	94.6044921875
63	104.9041748046875	96.5118408203125	91.9342041015625	94.6044921875
66	104.9041748046875	96.5118408203125	91.9342041015625	92.315673828125
69	108.7188720703125	98.0377197265625	92.315673828125	96.893310546875
72	109.4818115234375	101.470947265625	95.7489013671875	102.23388671875
75	111.7706298828125	102.23388671875	99.945068359375	99.5635986328125
78	110.626220703125	103.3782958984375	99.5635986328125	102.996826171875
81	115.203857421875	106.8115234375	104.9041748046875	106.048583984375
84	114.44091796875	106.8115234375	103.3782958984375	105.6671142578125
87	119.4000244140625	111.38916015625	106.048583984375	111.38916015625
90	124.359130859375	115.203857421875	109.4818115234375	112.5335693359375
93	124.359130859375	114.44091796875	109.4818115234375	111.0076904296875
96	126.64794921875	119.0185546875	112.9150390625	112.9150390625
99	124.7406005859375	115.5853271484375	117.8741455078125	119.0185546875
102	132.75146484375	124.7406005859375	125.5035400390625	123.59619140625
105	133.514404296875	127.0294189453125	126.2664794921875	127.0294189453125
108	137.7105712890625	129.3182373046875	127.0294189453125	127.7923583984375
111	139.9993896484375	131.2255859375	133.514404296875	133.8958740234375
114	148.3917236328125	135.040283203125	138.092041015625	139.2364501953125
117	152.2064208984375	143.0511474609375	146.1029052734375	149.9176025390625
120	159.454345703125	148.3917236328125	156.402587890625	156.0211181640625
123	170.5169677734375	159.454345703125	165.557861328125	160.980224609375
126	180.4351806640625	169.7540283203125	176.6204833984375	175.0946044921875
129	191.8792724609375	182.7239990234375	189.208984375	187.3016357421875
132	196.4569091796875	186.5386962890625	196.83837890625	195.3125
135	215.911865234375	203.704833984375	213.623046875	210.5712890625
138	231.170654296875	217.8192138671875	231.170654296875	228.118896484375
141	252.532958984375	238.4185791015625	252.1514892578125	247.1923828125
144	264.739990234375	252.9144287109375	269.317626953125	263.5955810546875
147	292.5872802734375	277.7099609375	296.0205078125	286.865234375
150	310.516357421875	295.257568359375	312.80517578125	302.886962890625
153	336.456298828125	320.0531005859375	336.8377685546875	322.723388671875
156	368.1182861328125	349.8077392578125	363.5406494140625	354.00390625
